"smiles","NAME_","F","pref_target_name"
[H]c1c([H])nc(c2nc(c([H])n2[H])[C@]([H])([C@@]([H])([C@@]([H])(C([H])([H])O[H])O[H])O[H])O[H])nc1[H],CHEMBL484078,7.,Mus musculus
[H]c1c([H])nc(nc1c1c([H])c2C(N([H])C([H])([H])[C@@]([H])(c2n1[H])C([H])([H])C([H])([H])[H])=O)N([H])[H],CHEMBL526092,74.,Mus musculus
[H]c1c(c2c([H])c([H])sc2[H])c([H])nc2c([H])c(c(c([H])c12)OC([H])([H])[H])OC([H])([H])[H],CHEMBL66643,21.,Rattus norvegicus
[H]c1c2c3c(c([H])nc2n([H])c1[H])nc(C([H])([H])[H])n3C1([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C1([H])[H],CHEMBL2159141,4.,Rattus norvegicus
[H]C([H])([B](O[H])O[H])C([H])([H])C([H])([H])C([H])([H])[C@](C([O-])=O)(C([H])([H])C([H])([H])[N+]1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])[N+]([H])([H])[H],CHEMBL2326089,28.,Rattus norvegicus
[H]C([H])([H])C([H])(C([H])([H])[H])OP(C(P(=O)(OC([H])(C([H])([H])[H])C([H])([H])[H])OC([H])(C([H])([H])[H])C([H])([H])[H])([Cl])[Cl])([O-])=O,CHEMBL1160496,1.9,Rattus norvegicus
[H]C1([H])C([H])([H])C([H])([H])C(C1([H])[H])(C([H])([H])O[H])[N+]([H])([H])C([H])([H])C(N1[C@]([H])(C#N)C([H])([H])C([H])([H])[C@]1([H])C#N)=O,CHEMBL379522,77.,Rattus norvegicus
[H]C1([H])C([H])([H])[C@]([H])(C([H])([H])n2c3c(c(nc(C(F)(F)F)n3)N([H])[H])nn2)OC1([H])[H],CHEMBL2070592,17.,Rattus norvegicus
[H]C1=C(C(N(C1([H])[H])C([H])([H])c1c([H])c([H])c(c([H])c1[H])F)=O)C([H])([H])C([H])([H])C(N([H])O[H])=O,CHEMBL2180299,30.6,Mus musculus
[H]C1=C(C(N(C1([H])[H])C([H])([H])c1c([H])c([H])c(c([H])c1[H])[Br])=O)C([H])([H])C([H])([H])C(N([H])O[H])=O,CHEMBL2180301,44.6,Mus musculus
[H]C1=C(C([O-])=O)C([H])([H])[C@@]([H])([C@]([H])([C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])N([H])C(C([H])([H])[H])=O)[N+]([H])([H])[H],CHEMBL674,4.3,Rattus norvegicus
[H]C1=C(C2=C([N-]C(N([H])C2=O)=O)OC1=O)C([H])([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],CHEMBL2036958,76.,Rattus norvegicus
[H]C1=C([C@@]2([H])C([H])([H])C([H])([H])[N+]([H])([H])[C@@]([H])(C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])C2([H])[H])O[N-]C1=O,CHEMBL3287854,19.,Rattus norvegicus
[H]C1=C([H])N(C(N=C1N([H])[H])=O)[C@@]1([H])[C@]([H])(C([H])([H])[H])[C@@]([H])([C@](C([H])([H])O[H])(N=[N+]=[N-])O1)O[H],CHEMBL2022671,14.,Rattus norvegicus
[H]C1=C([H])n2c(C3=C1OC([H])([H])C3([H])[H])c(c(C([H])([H])C([H])([H])[H])n2)C([H])([H])C([H])([H])N([H])C(C([H])([H])[H])=O,CHEMBL1802025,19.7,Rattus norvegicus
[H]c1c([C@]([H])([C@@]([H])([C@@]([H])(C([H])([H])O[H])O[H])O[H])O[H])n([H])c(C(C(F)(F)F)(F)F)n1,CHEMBL484481,31.,Mus musculus
[H]c1c([C@]([H])([C@@]([H])([C@@]([H])(C([H])([H])O[H])O[H])O[H])O[H])nc(C(C([H])([H])[H])=NN([H])C(C([H])([H])[H])=O)n1[H],CHEMBL502080,5.,Mus musculus
[H]c1c([H])c(C(N([H])[H])=O)c2c(c1[H])n([H])c(C(C([H])([H])[H])(C([H])([H])[H])[N+]([H])([H])C([H])([H])C1([H])C([H])([H])C1([H])[H])n2,CHEMBL517843,100.,Mus musculus
[H]c1c([H])c(C(N([H])[H])=O)c2c(c1[H])n([H])c(C(C([H])([H])[H])(C([H])([H])[H])[N+]1([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])n2,CHEMBL481084,52.,Mus musculus
[H]c1c([H])c([H])c(c([H])c1[H])c1c([H])c(C([H])([H])c2c([H])c(c([H])nc2[H])OC([H])([H])[H])on1,CHEMBL4097298,50.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])C(F)(F)F)N=C1N([H])C([C@@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])S1)=O,CHEMBL396618,73.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])[C@]([H])(C([H])([H])[H])N=C1N([H])C([C@](C([H])([H])[H])(C([H])(C([H])([H])[H])C([H])([H])[H])S1)=O)F,CHEMBL221749,20.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])c1c([H])c2c([H])nn([H])c2c([H])c1C([H])([H])[H])C(F)(F)F,CHEMBL3298923,17.,Mus musculus
[H]c1c([H])c([H])c(c(c1[H])c1c([H])c2c([H])nn([H])c2c([H])c1[Cl])C(F)(F)F,CHEMBL3298922,63.,Rattus norvegicus
[H]c1c([H])c([H])c2c(c([H])c([H])c([H])c2c1[H])C([H])([H])N1C(N([H])C(C([N-]1)=O)=O)=O,CHEMBL3613921,79.,Mus musculus
[H]c1c([H])c([H])nc2c1C([N+]([H])=C(N(c1c([H])c([H])c(c([H])c1[H])[Cl])C([H])([H])[H])S2)=O,CHEMBL3400467,87.1,Rattus norvegicus
[H]c1c([H])c(c(C#N)c([H])c1c1c([H])c([H])nc(n1)N([H])[H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],CHEMBL2322156,13.37,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1c1c([H])c([H])c(C(N2C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])=O)o1)[Cl],CHEMBL521211,42.,Rattus norvegicus
[H]c1c([H])c(c([H])c(c1C#N)C(F)(F)F)[C@](C([H])([H])C([H])([H])[H])(C(F)(F)F)O[H],CHEMBL3818789,70.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1[C@@]12C([H])([H])[N+]([H])([H])C([H])([H])[C@]1([H])[C@@]2([H])C([H])([H])OC([H])([H])C1([H])C([H])([H])C1([H])[H])[Cl])[Cl],CHEMBL610795,32.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1c1c([H])c([H])c(N([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])o1)[Cl])[Cl],CHEMBL4102468,16.,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])[Cl])[Cl])S([N-]c1c(nc([H])c([H])n1)OC([H])([H])[H])(=O)=O,CHEMBL4169247,100.,Rattus norvegicus
[H]c1c([H])c(c2c(c1[H])OC([H])([H])C2([H])[H])N1C([H])([H])C([H])([H])[C@]([H])(C1([H])[H])N([H])C(N([H])C([H])([H])C([H])([H])[H])=O,CHEMBL136564,49.,Rattus norvegicus
[H]c1c([H])c2c([H])c([H])oc2c([H])c1C(N([H])[C@@]1([H])C([H])([H])[N@+]2([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C2([H])[H])=O,CHEMBL379302,76.,Rattus norvegicus
[H]c1c([H])c2c([H])c(c(c([H])c2c([H])c1C#N)C(F)(F)P([O-])([O-])=O)[Br],CHEMBL259628,4.,Rattus norvegicus
[H]c1c([H])c2c(c(C(N([H])[H])=O)c([H])nn2c1[H])N([H])[C@]1([H])C([H])([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])F,CHEMBL3359927,45.,Mus musculus
[H]c1c([H])c2c(c([H])c1C(N([H])[C@@]1([H])C([H])([H])[N@+]3([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C3([H])[H])=O)c([H])c([H])o2,CHEMBL378471,88.,Rattus norvegicus
[H]c1c([H])c2c(c([H])c1F)c1c(c(C(N([H])[H])=O)c([H])[n+]([H])c1N([H])C([H])([H])C([H])([H])[H])n2[H],CHEMBL1835014,87.,Rattus norvegicus
[H]c1c([H])c2c(c([H])c1[Br])c1c(C([N-]C(C([H])([H])[N+]3([H])C([H])([H])C([H])([H])C3([H])[H])=N1)=O)o2,CHEMBL2035632,77.,Rattus norvegicus
[H]c1c([H])c2c(c3c1C1=C(C(C([H])([H])C([H])([H])[C@@]1(C3([H])[H])C([H])([H])C([H])([H])[H])=O)C([H])([H])[H])c([H])nn2[H],CHEMBL379827,44.,Rattus norvegicus
[H]c1c([H])c2c(c3c1C1=C(C(C([H])([H])C([H])([H])[C@]1(C3([H])[H])C([H])([H])C([H])([H])[H])=O)C([H])([H])[H])c([H])nn2[H],CHEMBL210074,51.,Rattus norvegicus
[H]c1c([H])c2c(c3c1C1=C(C(C([H])([H])C([H])([H])[C@]1(C3([H])[H])C([H])([H])C([H])([H])[H])=O)[Br])c([H])nn2[H],CHEMBL214034,64.,Rattus norvegicus
[H]c1c([H])c2c(c3c1C1=C(C(C([H])([H])C([H])([H])[C@]1(C3([H])[H])C([H])([H])C([H])([H])[H])=O)[Cl])c([H])nn2[H],CHEMBL425246,47.,Rattus norvegicus
[H]c1c([H])nc(nc1c1c([H])c2C(N([H])C([H])([H])[C@@]([H])(c2n1[H])C([H])([H])C([H])([H])F)=O)N([H])[H],CHEMBL524266,33.,Rattus norvegicus
[H]c1c(c([H])c2c(C(N3C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])[C@@]23[H])=O)c1C(F)(F)F)C([H])([H])C([H])([H])[H],CHEMBL221113,77.,Rattus norvegicus
[H]c1c(c2c3c(C(N([H])C([H])([H])[C@]3([H])C([H])([H])[H])=O)c(SC([H])([H])C([H])([H])C([H])([H])[H])s2)nn([H])c1[H],CHEMBL3797869,98.,Rattus norvegicus
[H]c1c2c([H])c([H])oc2c([H])nc1C(N([H])[C@@]1([H])C([H])([H])[N@+]2([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C2([H])[H])=O,CHEMBL214268,63.,Rattus norvegicus
[H]c1c2c([H])c([H])oc2c([H])nc1C(N([H])[C@]1([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])[N@+]([H])(C2([H])[H])C1([H])[H])=O,CHEMBL403858,40.,Rattus norvegicus
[H]c1c2c(nc(n1)N([H])[H])n(c([H])n2)C([H])([H])C1(C([H])([H])C1([H])[H])OC([H])([H])P([O-])([O-])=O,CHEMBL329091,5.,Rattus norvegicus
[H]c1nc(c2c(n1)n(c([H])n2)C([H])([H])[C@@]([H])(C([H])([H])O[H])OC([H])([H])P([O-])([O-])=O)N([H])[H],CHEMBL286534,24.,Mus musculus
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[C@@]([H])([C@]([H])(C([H])([H])[H])[N+]([H])([H])[H])O[H])O[H],CHEMBL1951761,11.,Rattus norvegicus
[H]C([H])=C([H])C(N1C([H])([H])[C@@]([H])(C([H])([H])C([H])([H])[C@]1([H])C([H])([H])[H])N([H])c1c2c([H])c([H])n([H])c2nc([H])n1)=O,CHEMBL4085457,62.,Mus musculus
[H]C1([H])C([H])([H])C([H])([H])C(C1([H])[H])(C([H])([H])OC([H])([H])[H])N([H])C([H])([H])C(N1[C@]([H])(C#N)C([H])([H])C([H])([H])[C@]1([H])C#N)=O,CHEMBL379086,48.,Rattus norvegicus
[H]C1([H])C([H])([H])C([H])([H])C([H])(C([H])([H])C1([H])[H])N([H])c1nc(C#N)nc(n1)N1C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C1([H])[H],CHEMBL1084679,6.,Rattus norvegicus
[H]C1([H])C([H])([H])C([H])([H])N([H])C([C@]([H])(C1([H])[H])N([H])C(C12C([H])([H])[C@]3([H])C([H])([H])[C@]([H])(C1([H])[H])C([H])([H])[C@]([H])(C2([H])[H])C3([H])[H])=O)=O,CHEMBL468733,1.,Rattus norvegicus
[H]C1([H])C([H])([H])[C@]2(C([H])([H])[H])O[C@]3([H])[C@]4([C@]1([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]4([H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(OC([H])([H])[H])O3)OO2,CHEMBL566534,1.4,Rattus norvegicus
[H]C1=C(C([H])([H])[C@@]([H])([C@]([H])([C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])N([H])C(C([H])([H])[H])=O)[N+]([H])([H])[H])P([O-])([O-])=O,CHEMBL2206456,2.33,Rattus norvegicus
[H]C1=C([H])N([H])C(c2c([H])c(c(c([H])c12)N([H])C(C1([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C1([H])[H])=O)[Cl])=O,CHEMBL1085082,4.4,Rattus norvegicus
[H]C1=C([H])N([H])C(c2c3c([H])c(c([H])c([H])c3n(c3c([H])c([H])c([H])c([H])c3[H])c12)F)=O,CHEMBL1834949,89.,Rattus norvegicus
[H]C1=C([H])[C@@]([H])(C([H])([H])[C@@]2([H])[C@]13c1c(c([H])c([H])c(c1O2)OC([H])([H])[H])C([H])([H])[N@@+]([H])(C([H])([H])[H])C([H])([H])C3([H])[H])O[H],CHEMBL1555,67.,Rattus norvegicus
[H]C1=C(c2c([H])c([H])c([H])c([H])c2[H])Oc2c([H])c(c([H])c(c2C1=O)OC([H])([H])[H])OC([H])([H])[H],CHEMBL275391,2.1,Rattus norvegicus
[H]C1=C(c2c([H])c([H])c(c(C#N)c2[H])OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])N=C(N([H])[H])N([H])C1=O,CHEMBL2205509,8.6,Rattus norvegicus
[H]C1=C(c2c([H])c([H])c(c([H])c2OC([H])([H])[H])OC([H])([H])[H])N(C(N([H])C1=O)=S)C([H])([H])C([H])([H])O[H],CHEMBL3633251,8.,Rattus norvegicus
[H]C1=C(c2c([H])c([H])c(c([H])c2OC([H])([H])[H])OC([H])([H])[H])N(C(N([H])C1=O)=S)C([H])([H])C([H])([H])[N+]([H])([H])[H],CHEMBL3633250,91.,Rattus norvegicus
[H]C1=C(c2c([H])c(c([H])c([H])c2OC([H])([H])[H])[Cl])N(C(N([H])C1=O)=S)C([H])([H])C(N([H])[H])=O,CHEMBL3633460,86.,Rattus norvegicus
[H]c1c(C#N)c([H])c(c([H])c1c1nc(c2c([H])c([H])c(c([H])n2)F)no1)F,CHEMBL2164551,56.,Rattus norvegicus
[H]c1c(C([H])(C([H])([H])[H])C([H])([H])[H])nn([H])c1C(N1C([H])([H])C([H])([H])[C@]([H])(C1([H])[H])N([H])C(C1([H])C([H])([H])C1([H])[H])=O)=O,CHEMBL4088737,34.,Mus musculus
[H]c1c(C([H])([H])n2c3c(c(nc(C4([H])C([H])([H])C4([H])[H])n3)N([H])[H])nn2)nc(C([H])([H])C([H])([H])[H])s1,CHEMBL2070606,5.,Rattus norvegicus
[H]c1c([H])c(C#Cc2c([H])c(c([H])c([H])c2OC([H])([H])C([O-])=O)[Cl])c([H])c(c1[H])[Cl],CHEMBL1917389,82.,Mus musculus
[H]c1c([H])c(C#N)c([H])c(c1[H])[C@@]([H])(C([H])([H])[H])[n+]1c([H])c(c([H])c(C(N([H])[H])=O)c1N([H])[H])[Cl],CHEMBL3799292,86.,Rattus norvegicus
[H]c1c([H])c(C(N([H])[H])=O)c2c(c1[H])c([H])n(c1c([H])c([H])c(c([H])c1[H])C([H])([H])[N+]([H])([H])C([H])([H])[H])n2,CHEMBL609862,23.,Rattus norvegicus
[H]c1c([H])c(C(N([H])[H])=O)c2c(c1[H])n([H])c([C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H])n2,CHEMBL452539,100.,Mus musculus
[H]c1c([H])c(C(N([H])[H])=O)c2c(c1[H])n([H])c([C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[N@@+]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C1([H])[H])n2,CHEMBL495969,100.,Mus musculus
[H]c1c([H])c(C(N([H])[H])=O)c2c(c1[H])nc([C@@]1([H])C([H])([H])C([H])([H])[N@+]([H])(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H])n2[H],CHEMBL452800,48.,Rattus norvegicus
[H]c1c([H])c(C([O-])=O)c([H])c(c1[H])c1c([H])c([H])c([H])c(c1C([O-])=O)C([H])([H])C([H])([H])S[H],CHEMBL2152561,17.4,Rattus norvegicus
[H]c1c([H])c([H])c(C(N([H])[C@]2([H])C([H])([H])[C@@]([H])(C([O-])=O)N(C(C([H])([H])[N+]([H])([H])[H])=O)C2([H])[H])=O)c([H])c1[H],CHEMBL560592,6.,Mus musculus
[H]c1c([H])c([H])c(C(c2nc([H])c([C@]([H])([C@@]([H])([C@@]([H])(C([H])([H])O[H])O[H])O[H])O[H])n2[H])=O)c([H])c1[H],CHEMBL443187,14.,Mus musculus
[H]c1c([H])c([H])c(c(C(N([H])c2nc([H])c([N+]([O-])=O)s2)=O)c1[H])OC(C([H])([H])[H])=O,CHEMBL1401,2.8,Rattus norvegicus
[H]c1c([H])c([H])c(c(C2=NN(C(N2[H])=S)C([H])([H])c2c([H])c([H])c([H])c(c2[H])[Cl])c1[H])[Cl],CHEMBL309253,61.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])N([H])C(=O)O[C@@]([H])(c1c(C([H])([H])[H])n2c(nc([H])n2)s1)C([H])([H])[H],CHEMBL1630057,28.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])Oc1c([H])c([H])c2c(c1[H])C([H])([H])[C@@]([H])(c1nnc([H])n12)N([H])[H],CHEMBL3220812,95.,Rattus norvegicus
[H]c1c([H])c([H])c(c([H])c1[H])[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])N(C(=O)O1)c1c([H])c([H])c([H])c(c1[H])C([H])([H])[H],CHEMBL1829740,4.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[C@@]([H])(c1c([H])c([H])c([H])c(c1[H])OC([H])([H])[H])C([H])([H])[H])[Cl],CHEMBL292376,5.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])[C@]([H])(C([H])([H])[H])N([H])C1=NC([C@@](C([H])([H])[H])(C(F)(F)F)S1)=O)F,CHEMBL448483,55.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])[C@]([H])(C([H])([H])[H])N([H])C1=NC([C@](C([H])([H])[H])(C(F)(F)F)S1)=O)F,CHEMBL384684,50.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])[C@]([H])(C([H])([H])[H])N=C1N([H])C([C@@](C([H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])F)S1)=O)F,CHEMBL438654,47.,Rattus norvegicus
[H]c1c([H])c([H])c(c(c1[H])c1c([H])c2c([H])nn([H])c2c([H])c1OC([H])([H])[H])C(F)(F)F,CHEMBL3299019,50.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1C([H])([H])N([H])C(c1c([H])c([H])c([N+]([O-])=O)o1)=O)N(C([H])([H])[H])C([H])([H])[H],CHEMBL539596,21.,Mus musculus
[H]c1c([H])c(c([H])c([H])c1C1=NC2=C(C(N1[H])=O)C([H])([H])OC([H])([H])C2([H])[H])C(C([H])([H])[H])(C([H])([H])[H])O[H],CHEMBL2419710,32.,Mus musculus
[H]c1c([H])c(c([H])c([H])c1Oc1c([H])c([H])c(c([H])c1[H])[Cl])OC([H])([H])[C@@]1([H])C([H])([H])C([H])([H])C([H])([H])[N+]1([H])[H],CHEMBL566225,85.,Mus musculus
[H]c1c([H])c(c([H])c([H])c1[C@]([H])(C([H])([H])[H])N([H])C1=NC([C@](C([H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])O[H])S1)=O)F,CHEMBL455907,56.,Rattus norvegicus
[H]c1c([H])c(c([H])c([H])c1c1c(c(N([H])C([C@]2([H])C([H])([H])[C@@]2([H])C([H])([H])[H])=O)sn1)C([H])([H])[H])OC([H])([H])[H],CHEMBL2011870,55.5,Rattus norvegicus
[H]c1c([H])c(c([H])c(c1C#N)C(F)(F)F)[C@@](C1([H])C([H])([H])C1([H])[H])(C(F)(F)F)O[H],CHEMBL3819048,86.,Rattus norvegicus
[H]c1c([H])c(c([H])c(c1N([H])C(c1c([H])c(c([H])c([H])c1[O-])[Cl])=O)[Cl])[N+]([O-])=O,CHEMBL1448,15.,Rattus norvegicus
[H]c1c([H])c(c([H])c(c1[H])C([H])([H])Oc1c([H])c([H])c(c([H])c1C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])[H],CHEMBL4092090,39.,Mus musculus
[H]c1c([H])c(c([H])c(c1[H])S(N([H])C([H])([H])[H])(=O)=O)N([H])c1c2c([H])c([H])n([H])c2nc([H])n1,CHEMBL3612647,34.,Rattus norvegicus
[H]c1c([H])c(c([H])c(c1[H])S(N([H])C([H])([H])[H])(=O)=O)N([H])c1c2c([H])nn([H])c2nc([H])n1,CHEMBL3612646,5.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1[C@@]12C([H])([H])[N+]([H])([H])C([H])([H])[C@]1([H])[C@@]2([H])C([H])([H])OC([H])([H])C(F)(F)F)[Cl])[Cl],CHEMBL597190,41.,Rattus norvegicus
[H]c1c([H])c(c(c([H])c1[C@]12C([H])([H])[N+]([H])([H])C([H])([H])[C@@]1([H])[C@]2([H])C([H])([H])OC([H])([H])C(F)(F)F)[Cl])[Cl],CHEMBL598202,41.,Rattus norvegicus
[H]c1c([H])c(c(c(c1[H])[Cl])[Cl])S([N-]c1c(nc(c([H])n1)F)OC([H])([H])[H])(=O)=O,CHEMBL4172635,100.,Rattus norvegicus
[H]c1c([H])c(nc([H])c1C#N)N([H])[C@@]1([H])C([H])([H])[C@@]([H])(C(N2C([H])([H])C([H])([H])SC2([H])[H])=O)N([H])C1([H])[H],CHEMBL390513,83.9,Rattus norvegicus
[H]c1c([H])c2C(N([H])C3=C(c2c(c1[H])C([H])([H])[H])C([H])([H])O[C@@]([H])(C3([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])O[H])=O,CHEMBL3736012,49.,Mus musculus
[H]c1c([H])c2c([H])c([H])n(c2c([H])c1C1(C([H])([H])C([H])([H])SC([H])([H])C1([H])[H])O[H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],CHEMBL138872,51.1,Rattus norvegicus
[H]c1c([H])c2c(c([H])c([H])c([H])n2)c([H])c1C([H])([H])n1c2c(nc([H])c(n2)N([H])[H])nn1,CHEMBL2170953,75.,Rattus norvegicus
[H]c1c([H])c2c(c([H])c1[Br])c1c(C([N-]C(C([H])([H])[N@+]3([H])C([H])([H])[C@@]([H])(C3([H])[H])O[H])=N1)=O)o2,CHEMBL2035638,56.,Rattus norvegicus
[H]c1c([H])c2c(c([H])c1c1c([H])c([H])c(C([H])([H])[H])o1)c(c1c([H])c([H])nc([H])c1[H])c([H])o2,CHEMBL582853,21.,Rattus norvegicus
[H]c1c([H])c2c(c3c1C1=C(C(C([H])([H])C([H])([H])[C@]1(C3([H])[H])C([H])([H])C([H])([H])[H])=O)C([H])([H])C([H])([H])[H])n([H])nn2,CHEMBL385949,70.,Rattus norvegicus
[H]c1c(c(C(N([H])[H])=O)sc1N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])OC([H])([H])C1(C([H])([H])[H])C([H])([H])OC1([H])[H],CHEMBL4202943,38.,Mus musculus
[H]c1c(c([H])c([H])nc1[H])c1c([H])c2c(c([H])c([H])nc2[H])c(n1)N([H])C([H])([H])[C@]([H])(C([H])([H])[H])[N+]([H])([H])[H],CHEMBL2147537,20.,Rattus norvegicus
[H]c1c(c([H])c([H])nc1[H])c1c(c2c([H])c([H])c([H])o2)nc(c([H])n1)N([H])C(C([H])([H])[H])=O,CHEMBL1672612,93.,Rattus norvegicus
[H]c1c(c([H])c2c(c([H])c(C(N([H])[C@@]3([H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])C3([H])[H])=O)n2[H])c1[Cl])[Cl],CHEMBL3086132,48.,Mus musculus
[H]c1c(c(c([H])c2c1nc([H])c(n2)N([H])C1([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])OC([H])([H])[H])OC([H])([H])[H],CHEMBL107402,16.,Rattus norvegicus
[H]c1nc([H])n(c2nc(nc(n2)N([H])C(C#N)(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])N([H])C([H])([H])[H])n1,CHEMBL2402509,41.,Rattus norvegicus
[H]c1nc2C(N([H])C(=Nc2n1[C@@]1([H])[C@@](C([H])([H])[H])([C@@]([H])([C@@]([H])(C([H])([H])O[H])O1)O[H])O[H])N([H])[H])=O,CHEMBL418899,85.,Mus musculus
[H]C(=C([H])C(N([H])O[H])=O)C1=C([H])C([H])=C([H])N(C1=O)C([H])([H])C([H])=C([H])c1c([H])c([H])c([H])c([H])c1[H],CHEMBL4088434,54.4,Mus musculus
[H]C(=C([H])C([H])([H])O[H])c1c([H])c(c2c([H])c(c(c([H])c2n1)F)[Cl])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H],CHEMBL2436391,0.7,Mus musculus
[H]C(=C([H])C([H])([H])[N@+]([H])(C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c2c([H])c([H])c([H])c([H])c12)c1c([H])c([H])c([H])c([H])c1[H],CHEMBL1200493,0.85,Rattus norvegicus
[H]C(=C([H])c1c([H])c([H])c([H])c([H])c1C(F)(F)F)C(c1c([H])c([H])c([H])c([H])c1OC([H])([H])[H])=O,CHEMBL1801962,5.,Mus musculus
[H]C(=C([H])c1c([H])c([H])c([H])c(c1[H])S(N([H])c1c([H])c([H])c([H])c([H])c1[H])(=O)=O)C(N([H])O[H])=O,CHEMBL408513,6.7,Mus musculus
[H]C(=C([H])c1c(c([H])c([H])c([H])n1)C(F)(F)F)C(c1c([H])c([H])c([H])c([H])c1OC([H])([H])[H])=O,CHEMBL3605321,10.,Mus musculus
[H]C([H])([H])C(N([H])[C@@]1([H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])C1([H])[H])[C@]([H])(C([H])([H])[H])[C@@]([H])(C(N1C([H])([H])C([H])([H])[C@@]([H])(C1([H])[H])F)=O)[N+]([H])([H])[H])=O,CHEMBL237547,56.,Rattus norvegicus
[H]C([H])([H])C(N([H])[C@]1([H])[C@]([H])([C@]([H])([C@](C([O-])=O)(O[C@@]1([H])[C@@]([H])([C@@]([H])(C([H])([H])O[H])O[H])O[H])F)F)N([H])[H])=O,CHEMBL3425994,3.1,Mus musculus
[H]C(c1c2c([H])c(c([H])c([H])c2n([H])c1[H])OC([H])([H])[H])=NN([H])C(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])=[N+]([H])[H],CHEMBL76370,5.,Rattus norvegicus
[H]C1=C(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])[C@@]([H])([C@]([H])([C@]1([H])OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])N([H])C(C([H])([H])[H])=O)[N+]([H])([H])[H],CHEMBL1229,36.,Rattus norvegicus
